book_id,title,authors,average_rating,num_of_pages,ratings_count,text_reviews_count,publisher,ratings_dist,indices,distance
168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,224,16,4,Rowman & Littlefield Publishers,3,"[103, 2371, 5084, 4636, 9183, 11088]","[0.0, 2.018142710513803, 2.0415925156602626, 2.4835659846277487, 3.830456891808078, 4.690682253148256]"
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,216,10,0,Pearson,3,"[104, 8793, 8046, 346, 559, 9748]","[0.0, 2.263294059551255, 2.8301943396169813, 3.7427396382863716, 4.013589415971693, 4.1454674042862765]"
177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4.0,48,17,0,Teacher Created Resources,3,"[105, 9870, 7369, 2500, 8847, 7200]","[0.0, 3.1673964071457807, 3.741871189658992, 4.0066070433722345, 4.1238816665855, 4.373739818507726]"
180,Wrinkles in Time,George Smoot/Keay Davidson,4.01,360,1035,23,Harper Perennial,4,"[106, 9906, 2826, 7159, 7140, 5494]","[0.0, 9.84958882390529, 13.601470508735444, 25.6929873700977, 29.0172517651138, 30.283916523461755]"
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,250,36,6,EMC/Paradigm Publishing,3,"[107, 3199, 7580, 959, 10429, 8411]","[0.0, 4.901928192048513, 5.570359054854543, 6.408400736533258, 6.710618451379873, 7.21154629743164]"
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,32,15,0,Teaching Resources,3,"[108, 6851, 2790, 8369, 7303, 1424]","[0.0, 2.832948993540124, 3.2388269481403293, 4.1254817900458605, 4.12583324917525, 5.842679179965301]"
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,205,6,1,Turtleback Books,3,"[109, 1334, 938, 3748, 10600, 3783]","[0.0, 2.839454172900137, 3.200015624961853, 3.7686204372422543, 3.8731898998112655, 3.882383288651444]"
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,367,376,17,Little  Brown Book Group,4,"[110, 9660, 7386, 6327, 943, 4176]","[0.0, 10.268183870578088, 12.892668459244579, 17.041035766642825, 19.26202481568332, 19.34069543734144]"
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,352,3086,237,William Morrow,4,"[111, 172, 9340, 8738, 6687, 5491]","[0.0, 31.483660841776327, 49.295289835845374, 50.368927921884534, 52.96310036242214, 71.2040511487935]"
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,320,352,44,Atria Books,3,"[112, 1727, 8249, 7360, 2556, 8289]","[0.0, 9.647429709513307, 17.917949101389926, 19.723085458416488, 21.412379596859385, 22.82585376278399]"
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,331,9852,633,Tor Books,3,"[113, 4511, 6014, 10045, 5482, 1584]","[0.0, 71.2135668254301, 97.96045120353418, 104.73351373844, 121.03744255394692, 129.05168112039456]"
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,244,821,78,Vintage Crime/Black Lizard,3,"[114, 5138, 645, 10712, 8626, 4049]","[0.0, 17.494239051756438, 19.64873787295255, 20.201237585851022, 20.664326749255586, 28.72282019579554]"
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,215,731,72,Vintage Crime/Black Lizard,4,"[115, 4849, 9461, 1399, 4282, 4558]","[0.0, 10.14929061560462, 15.035055703255642, 23.345312163258814, 28.791672407138837, 31.828169912830365]"
216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,191,2897,178,Vintage Crime/Black Lizard,3,"[116, 7968, 1096, 7922, 7901, 3390]","[0.0, 50.24937910064163, 53.796320506146145, 71.82022277882463, 72.69905157565675, 72.75988180309255]"
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,144,98,11,Vintage,3,"[117, 2506, 210, 9083, 480, 10146]","[0.0, 5.831029068697909, 9.219631229067678, 11.705127081753533, 11.83287369999359, 13.417484861180204]"
231,I am Charlotte Simmons,Tom Wolfe,3.42,738,20888,1688,Picador USA,3,"[118, 1906, 295, 10780, 7074, 4210]","[0.0, 314.65758675105866, 461.7067276962726, 507.80469513386737, 591.6708206426948, 639.5431357617717]"
237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,48,66,19,Sterling,3,"[119, 10426, 1710, 10439, 2883, 4850]","[0.0, 7.6163048783514435, 12.250208161496685, 12.845267611069845, 13.41659047597414, 16.124593018119867]"
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,287,81,6,Puffin,4,"[120, 8416, 6800, 6579, 9776, 3280]","[0.0, 2.6460536653665963, 5.29423271116788, 6.636264009214823, 8.378162089623236, 8.701867615632864]"
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,217,981,52,New Directions Publishing,4,"[121, 3752, 2480, 2420, 3025, 6033]","[0.0, 18.195559897953128, 20.64046753346445, 27.931344400153744, 32.511634840469036, 33.392276053003634]"
247,Quiet Days in Clichy,Henry Miller,3.69,154,3381,141,Grove Press,3,"[122, 2098, 6414, 9932, 6338, 3761]","[0.0, 28.443138012533005, 39.02834354670974, 59.674168615909515, 90.29397820452924, 103.22486183085934]"
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,318,53206,2376,Grove Press,3,"[123, 10176, 8583, 8699, 2799, 4669]","[0.0, 128.79835752058332, 296.3648023973157, 522.4655587691882, 536.6497930680679, 538.2138325981598]"
250,Tropic of Capricorn,Henry Miller,3.78,348,14872,459,Grove Press,3,"[124, 6923, 6713, 291, 10623, 10471]","[0.0, 83.53447252482056, 96.85062777287507, 168.93355972097433, 175.86642914439355, 186.21267411215598]"
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,316,3261,58,Grove Press,4,"[125, 9002, 7482, 6546, 6604, 5506]","[0.0, 36.81124284780398, 59.682828351210034, 70.44933569594535, 71.28114477195214, 74.65932225783997]"
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,506,7805,251,Grove Press,3,"[126, 8888, 10758, 3917, 9067, 9103]","[0.0, 72.18732575736547, 143.06994792757843, 155.43816294591235, 181.9423260266835, 185.67444869986824]"
253,The Air-Conditioned Nightmare,Henry Miller,3.83,292,2699,142,New Directions,3,"[127, 3247, 2209, 7844, 5698, 5005]","[0.0, 23.430853590938593, 27.480174671933945, 37.90989316787901, 41.63000840739766, 50.40869071896234]"
264,The Portrait of a Lady,Henry James/Patricia Crick,3.78,797,61640,1951,Penguin Classics,3,"[128, 4570, 1388, 5427, 3871, 1582]","[0.0, 540.4239410869951, 557.7267391832671, 578.585368722715, 666.0362539682055, 772.847980459288]"
269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,635,392,41,Barnes  Noble Classics,3,"[129, 7706, 11033, 7639, 5592, 1161]","[0.0, 21.4715067007418, 37.40524161130362, 39.38420495579415, 41.13661264615744, 41.691544706331044]"
277,Writing,Marguerite Duras,3.75,91,778,44,Brookline Books,3,"[130, 2527, 5667, 6889, 2278, 1463]","[0.0, 14.567484340132307, 15.335191554069352, 32.15835816704578, 34.09255783891845, 35.355351787247145]"
278,The War,Marguerite Duras/Barbara Bray,3.85,192,963,65,The New Press,3,"[131, 4498, 3025, 9784, 8896, 2716]","[0.0, 10.773003295274721, 18.495515672724565, 23.409504480018366, 30.757153639438094, 31.0653762249872]"
280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,181,2057,128,Pantheon,3,"[132, 4915, 6344, 6227, 10391, 6385]","[0.0, 34.25259260260455, 39.673850329908745, 44.452981902230135, 45.9788309986237, 53.049057484558574]"
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,178,203,8,One World (UK),3,"[133, 10174, 6876, 692, 5510, 4961]","[0.0, 8.863548950617918, 10.775383983877326, 15.302029277190655, 16.03421653839064, 16.52417622757637]"
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,464,35,2,Interlink Publishing Group,4,"[134, 8764, 10349, 460, 400, 6954]","[0.0, 1.8113254815189896, 3.609099610706249, 5.391437656135884, 5.920168916509056, 8.068215416063207]"
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,102,328,16,Penguin Books,4,"[135, 8637, 1476, 8234, 3289, 10403]","[0.0, 14.336418660181488, 20.150245656070798, 20.347877039140965, 20.47056667510697, 21.955502727106936]"
290,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,216,1308,82,Knopf,3,"[136, 787, 523, 5031, 10861, 2876]","[0.0, 28.91370782172359, 29.49576918813951, 30.366035302620592, 33.7194839818168, 35.115468101678495]"
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,132,6432,517,Citadel,3,"[137, 2631, 3421, 5446, 4181, 9596]","[0.0, 50.69528676316961, 81.56593406563796, 115.21291984842672, 144.7701087932174, 148.01034592216857]"
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,100,3015,217,Knopf,4,"[138, 7518, 9380, 2848, 9606, 6821]","[0.0, 32.75748616728701, 53.74947813700148, 77.70001029600962, 81.55441435017481, 83.8868499825807]"
295,Treasure Island,Robert Louis Stevenson,3.83,311,318753,6734,Kingfisher,3,"[139, 1395, 7312, 1393, 2645, 235]","[0.0, 2876.3649226236926, 6307.203897330417, 7512.035875906078, 8545.467863516895, 8839.478096562036]"
296,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,213,420,42,Sterling Children's Books,3,"[140, 1833, 8640, 8644, 9635, 8718]","[0.0, 5.493305016108245, 9.644526945371659, 13.38665380145464, 16.03183083743089, 17.916484030076884]"
297,Treasure Island,Robert Louis Stevenson,3.83,245,5967,276,Simon & Schuster,3,"[141, 10883, 5922, 3359, 4370, 4842]","[0.0, 72.62281253160056, 87.23069184639085, 107.00934959151934, 115.16102856435418, 118.31334835934616]"
298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,64,104,14,Atheneum Books for Young Readers,3,"[142, 161, 1289, 5616, 9007, 9335]","[0.0, 9.060353193998566, 16.79304617989244, 17.0014234698157, 17.089177862027185, 17.118189156566764]"
299,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,272,56,4,Gramercy Books,3,"[143, 6051, 9168, 5007, 419, 1621]","[0.0, 2.8453646514989956, 3.1774360733144578, 3.766284641393956, 4.12457270514171, 4.584713731521304]"
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,232,91,16,Abdo Publishing Company,4,"[144, 32, 7579, 7152, 5395, 3444]","[0.0, 9.019977827023745, 10.050592022363658, 10.818502669038818, 11.243776056112111, 11.406528832208334]"
313,100 Years of Lynchings,Ralph Ginzburg,4.61,270,88,4,Black Classic Press,4,"[145, 10778, 4416, 1361, 4632, 2351]","[0.0, 4.337049688440288, 7.28258882541092, 7.96301450457049, 8.151619471000839, 8.332016562633562]"
324,Cien años de soledad,Gabriel García Márquez,4.07,448,63,7,French & European,4,"[146, 3731, 315, 9790, 8252, 5918]","[0.0, 1.0004498987955368, 3.7589360196736523, 5.101529182509887, 5.202163011671203, 7.280219776902343]"
330,On Beyond Zebra!,Dr. Seuss,4.04,64,2815,164,Random House Books for Young Readers,4,"[147, 4537, 8505, 2087, 10458, 208]","[0.0, 36.194531354888404, 68.02295568409241, 101.71564727218718, 107.17275959869654, 111.30588888284393]"
332,The Wedding Clause,Debbie Raleigh,3.6,256,95,13,Zebra,3,"[148, 6938, 7274, 6662, 9927, 5066]","[0.0, 3.618853409576022, 3.8946245005134963, 4.005508706768717, 4.4780464490668255, 5.000039999840001]"
333,The Zebra Wall,Kevin Henkes,3.44,147,217,24,Greenwillow Books,3,"[149, 11112, 5366, 1401, 8228, 5577]","[0.0, 6.430248828777935, 7.078764016408514, 9.44470751267608, 10.877724945961816, 11.058553250764767]"
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,239,4136,255,Booket,4,"[150, 6754, 5118, 3464, 2330, 9512]","[0.0, 40.17785584124668, 57.671982799276115, 65.87873784461873, 71.13383512787709, 77.14301070090536]"
348,The Door Into Summer,Robert A. Heinlein,4.01,304,17232,649,Del Rey,4,"[151, 8955, 2122, 9120, 6565, 2157]","[0.0, 137.77155149013893, 148.25344549115883, 150.16658616350043, 168.25877213387716, 177.54721090459293]"
350,Stranger in a Strange Land,Robert A. Heinlein,3.92,528,251872,6241,Ace,3,"[152, 8, 2648, 12, 6427, 2851]","[0.0, 3179.13309120584, 3772.7922063638757, 4575.683346135307, 4968.253617077132, 6116.442512081676]"
354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,434,10293,193,Ace Books,3,"[153, 5426, 10290, 4319, 3696, 2228]","[0.0, 68.9637701985615, 74.57211878443579, 85.31722510724315, 86.8158994654781, 90.49908342077283]"
355,Job: A Comedy of Justice,Robert A. Heinlein,3.78,439,15970,438,Del Rey,3,"[154, 8938, 8208, 8159, 3233, 196]","[0.0, 143.34922950612605, 168.82241586945733, 175.05784758187792, 182.58431586530097, 187.1550843551946]"
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,256,6898,200,Tor Books,3,"[155, 10380, 2599, 266, 4133, 5620]","[0.0, 53.14134454452578, 53.71391719098506, 55.80329828961725, 60.82053025089472, 67.7497520290665]"
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,307,67803,1401,Pocket Books,4,"[156, 4264, 7670, 1553, 2304, 1501]","[0.0, 117.42658813062738, 346.7325130413933, 424.7389132161074, 528.40326115572, 760.4446478870109]"
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,298,22091,746,Del Rey,3,"[157, 5394, 6372, 1817, 5172, 1965]","[0.0, 83.93617158293556, 168.7306729673061, 177.2598727856928, 180.04748290381625, 189.7551646200967]"
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,368,2623,49,Del Rey,4,"[158, 1563, 6305, 2347, 5626, 4660]","[0.0, 38.027265218524455, 59.09351994931424, 61.35985984338621, 65.93265958536786, 66.68622721372083]"
367,Douglas Adams's Starship Titanic,Terry Jones,3.6,256,885,84,Ballantine Books,3,"[159, 424, 6176, 2769, 4581, 3971]","[0.0, 18.138401252591144, 19.416490414078442, 27.496983470919133, 31.326859082902008, 39.37573999304648]"
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,336,5,0,Turtleback Books,3,"[160, 498, 3365, 7245, 8027, 6207]","[0.0, 1.004987562112089, 1.7613631085043198, 2.008083663595718, 3.033562262423503, 3.0464569585011376]"
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,72,100,13,Samuel French  Inc.,4,"[161, 142, 6671, 5320, 5616, 1289]","[0.0, 9.060353193998566, 11.408084852419359, 11.704704182507134, 11.70497330197724, 12.0850486138865]"
385,On Bullshit,Harry G. Frankfurt,3.57,67,9358,995,Princeton University Press,3,"[162, 6653, 8343, 8713, 163, 5244]","[0.0, 222.95094191323793, 259.57082289810614, 282.2519165568234, 296.216211744057, 388.40839125847936]"
386,Another Bullshit Night in Suck City,Nick Flynn,3.78,347,9318,907,W. W. Norton & Company,3,"[163, 8713, 8343, 8577, 6653, 162]","[0.0, 99.04559000783426, 99.28247579507675, 227.34558363865352, 247.40860858102735, 296.216211744057]"
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,317,120,15,Simon & Schuster,4,"[164, 7126, 1801, 3618, 11059, 5819]","[0.0, 7.422674720072274, 9.435337831789596, 13.64148085803004, 13.721548746406143, 14.290587811563245]"
397,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,32,5239,76,HMH Books for Young Readers,4,"[165, 5350, 6420, 5959, 10026, 3653]","[0.0, 67.02324671336058, 111.89401413838009, 118.584626322302, 126.6905284541824, 215.92871879395756]"
399,Underworld,Don DeLillo,3.92,827,1505,175,Scribner,3,"[166, 1620, 4763, 2836, 213, 3622]","[0.0, 41.6053313891381, 108.92876617312803, 122.39295772224806, 145.12757181183733, 152.5877193616839]"
400,Libra,Don DeLillo,3.99,480,11857,564,Penguin,3,"[167, 9886, 9907, 9109, 10235, 9213]","[0.0, 92.59595023541796, 120.83050980609161, 134.54747303461332, 149.2683117744687, 151.88827604525636]"
403,Americana,Don DeLillo,3.43,377,393,55,Penguin Books,3,"[168, 3733, 8283, 3230, 2628, 96]","[0.0, 11.414065883811956, 16.388337316518722, 17.03506970927915, 24.323981993086573, 26.724400835191798]"
404,Running Dog,Don DeLillo,3.43,256,1356,72,Vintage Contemporaries,3,"[169, 1106, 2037, 8646, 4242, 2841]","[0.0, 20.400198528445745, 22.59062637467142, 27.026572109684942, 32.41126347429239, 34.44448431897334]"
406,Cosmopolis,Don DeLillo,3.22,224,460,41,Scribner,3,"[170, 5390, 10052, 10223, 3175, 10879]","[0.0, 16.124825580452026, 17.804774640528308, 18.283861736515075, 18.390282760197028, 18.470960992866615]"
407,Great Jones Street,Don DeLillo,3.48,272,2492,145,Penguin Books,3,"[171, 3716, 1530, 10653, 9835, 3415]","[0.0, 23.46858325506676, 26.065611444967104, 34.31498797901582, 37.86980987541395, 54.19439454408546]"
408,The Names,Don DeLillo,3.64,339,3100,212,Vintage,3,"[172, 6687, 111, 3540, 9340, 5491]","[0.0, 27.38665550957254, 31.483660841776327, 67.24594337207265, 68.30150876810848, 70.60535107199738]"
409,Against the Day,Thomas Pynchon,4.13,1085,5296,587,Penguin Press,4,"[173, 1145, 4412, 4473, 2620, 999]","[0.0, 388.0078189933806, 412.0511249832962, 450.2899106131515, 458.87152711843, 470.3116141453451]"
410,V.,Thomas Pynchon,3.96,547,1415,177,Harper Perennial Modern Classics,3,"[174, 592, 2991, 2013, 10655, 9625]","[0.0, 51.36158194604212, 64.89241558148379, 74.07435453650609, 81.2035867434438, 81.20453435615526]"
411,The Crying of Lot 49,Thomas Pynchon,3.69,152,2161,230,Harper Perennial,3,"[175, 2689, 1070, 6149, 6619, 1831]","[0.0, 54.81824513791006, 57.82749864899916, 59.448486103516544, 74.22288124291592, 85.47531164026253]"
412,Gravity's Rainbow,Thomas Pynchon,4.01,784,762,213,Penguin Books,4,"[176, 5821, 6146, 10048, 8232, 9042]","[0.0, 155.0938928520398, 167.40971327853111, 176.00569195341382, 179.02529877087204, 180.57418447829136]"
413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,773,8086,602,Picador USA,4,"[177, 2653, 6331, 7704, 3334, 2994]","[0.0, 69.49861581355415, 168.90828872497642, 176.98043083911847, 239.42223455644213, 247.86703613026077]"
414,Vineland,Thomas Pynchon,3.69,385,702,69,Penguin Classics,3,"[178, 10087, 7387, 3712, 9300, 8386]","[0.0, 20.279548811549038, 20.90455452766215, 22.160550534677608, 22.912880656958, 23.898025023001377]"
415,Gravity's Rainbow,Thomas Pynchon,4.01,776,29764,2164,Penguin Books,4,"[179, 8120, 3960, 39, 2930, 9916]","[0.0, 539.8676063628934, 576.9107508098631, 608.3362823307517, 713.533696751597, 724.5343365914414]"
416,Slow Learner: Early Stories,Thomas Pynchon,3.5,193,334,34,Back Bay Books,3,"[180, 9718, 7362, 3333, 2690, 9837]","[0.0, 11.639420088647029, 12.257246836055803, 13.644046320648432, 13.687516210036064, 13.7550899669904]"
418,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,352,2473,220,Penguin Classics,3,"[181, 7102, 695, 4574, 5545, 3517]","[0.0, 13.341697793009704, 38.080047268878225, 47.549977917975944, 56.267649675457385, 59.4831076861322]"
420,The Year of Magical Thinking,Joan Didion,3.89,227,2656,336,Knopf Publishing Group,3,"[182, 6912, 3222, 8573, 1234, 4870]","[0.0, 69.46998200661923, 76.63834288396377, 82.71662468935733, 83.8570217691995, 91.88155908559672]"
421,The White Album,Joan Didion,4.17,222,11889,738,Farrar Straus Giroux,4,"[183, 2397, 2633, 6586, 1422, 1417]","[0.0, 93.79232591209156, 109.94127568843287, 117.7629929137333, 142.0217462221895, 144.40238363683613]"
422,A Book of Common Prayer,Joan Didion,3.8,272,2962,255,Vintage International,3,"[184, 8331, 8806, 5012, 5775, 10641]","[0.0, 31.01767399403121, 54.90023770440343, 58.19866063750952, 63.91538468944703, 67.37290924399807]"
423,Where I Was From,Joan Didion,3.86,240,2842,292,Vintage,3,"[185, 4055, 779, 4022, 6434, 5775]","[0.0, 30.530568288192736, 41.85713320331434, 53.29169635130786, 71.26741260913013, 72.01548722323554]"
424,Slouching Towards Bethlehem,Joan Didion,4.21,238,26934,1825,Farrar Straus Giroux,4,"[186, 292, 1867, 8721, 4571, 8465]","[0.0, 106.02901536843582, 256.58346185987904, 263.1180153467261, 353.68635823282756, 354.3924413697335]"
